gene	start	end	strand	alt_ann
mpneu03790	652834	652914	+	0
mpneu26106	652830	652886	-	-1
mpneu13630	652917	652955	+	-1
mpneu03791	652921	652998	+	0
mpneu08748	652943	653245	+	0
mpneu26105	652911	652964	-	-1
mpneu15819	652967	652987	-	-1
mpneu26104	652995	653006	-	-1
mpneu26103	653016	653024	-	-1
mpneu03792	653032	653040	+	-1
mpneu03793	653050	653097	+	-1
mpneu26102	653046	653078	-	-1
mpneu26101	653094	653105	-	-1
mpneu26100	653115	653147	-	-1
mpneu26099	653148	653201	-	-1
mpneu26098	653202	653210	-	-1
mpneu13631	653247	653336	+	0
mpneu08749	653288	653677	+	0
mpneu03794	653299	653397	+	0
mpneu15818	653297	653314	-	-1
mpneu13632	653343	653453	+	0
mpneu26097	653268	653372	-	0
mpneu26096	653394	653465	-	0
mpneu13633	653469	653570	+	0
mpneu26095	653484	653513	-	-1
mpneu03795	653542	653565	+	-1
mpneu26094	653538	653579	-	-1
mpneu13634	653580	653612	+	-1
mpneu03796	653593	653601	+	-1
mpneu03797	653632	653655	+	-1
mpneu26093	653598	653651	-	-1
mpneu26092	653652	653690	-	-1
mpneu26091	653697	653711	-	-1
mpneu08750	653744	653974	+	0
mpneu26090	653727	653774	-	-1
mpneu26089	653805	653816	-	-1
mpneu26088	653817	653879	-	0
mpneu26087	653904	653915	-	-1
mpneu13635	653925	653936	+	-1
mpneu20975	651802	653949	-	MPN531
mpneu03798	653968	654057	+	0
mpneu20974	653971	653982	-	-1
mpneu26086	653955	653999	-	-1
mpneu13636	654009	654062	+	-1
mpneu08751	654023	654031	+	-1
mpneu26085	654036	654080	-	-1
mpneu13637	654081	654128	+	-1
mpneu15817	653993	654097	-	0
mpneu03799	654112	654165	+	-1
mpneu13638	654144	654188	+	-1
mpneu20973	654121	654150	-	-1
mpneu26084	654117	654158	-	-1
mpneu03800	654172	654225	+	-1
mpneu08752	654200	654301	+	0
mpneu13639	654213	654218	+	-1
mpneu03801	654232	654246	+	-1
mpneu26083	654162	654257	-	0
mpneu20972	654178	654267	-	0
mpneu20971	654283	654294	-	-1
mpneu13640	654306	654389	+	0
mpneu08753	654335	654427	+	0
mpneu03802	654352	654372	+	-1
mpneu13641	654396	654452	+	-1
mpneu26082	654315	654413	-	0
mpneu20970	654310	654423	-	0
mpneu03803	654442	654567	+	0
mpneu20969	654424	654465	-	-1
mpneu13642	654468	654542	+	0
mpneu08754	654476	654520	+	-1
mpneu26081	654459	654485	-	-1
mpneu20968	654517	654528	-	-1
mpneu13643	654555	654572	+	-1
mpneu08755	654560	654577	+	-1
mpneu26080	654564	654593	-	-1
mpneu08756	654626	654640	+	-1
mpneu20967	654574	654627	-	-1
mpneu08757	654653	654661	+	-1
mpneu03804	654670	654711	+	-1
mpneu13644	654672	654740	+	0
mpneu08758	654686	654772	+	0
mpneu26079	654600	654704	-	0
mpneu20966	654658	654717	-	0
mpneu20965	654727	654756	-	-1
mpneu13645	654759	654980	+	0
mpneu08759	654785	654826	+	-1
mpneu20964	654769	654813	-	-1
mpneu08760	654833	654934	+	0
mpneu20963	654823	654906	-	0
mpneu03805	654919	655047	+	0
mpneu26078	654876	654944	-	0
mpneu20962	654931	654960	-	-1
mpneu15816	654125	654973	-	MPN532
mpneu13646	654987	654995	+	-1
mpneu15815	654992	655015	-	-1
mpneu03806	655051	655248	+	0
mpneu13647	655062	655112	+	-1
mpneu15814	655019	655102	-	0
mpneu15813	655109	655123	-	-1
mpneu08761	655130	655138	+	-1
mpneu20961	655144	655164	-	-1
mpneu15812	655157	655189	-	-1
mpneu13648	655224	655337	+	0
mpneu15811	655199	655243	-	-1
mpneu03807	655273	655413	+	0
mpneu08762	655325	655363	+	-1
mpneu15810	655253	655330	-	0
mpneu15809	655334	655387	-	-1
mpneu03808	655420	655593	+	0
mpneu15808	655406	655441	-	-1
mpneu08763	655484	655495	+	-1
mpneu08764	655496	655513	+	-1
mpneu20960	655510	655521	-	-1
mpneu13649	655542	655589	+	-1
mpneu20959	655534	655548	-	-1
mpneu15807	655466	655552	-	0
mpneu03809	655600	655611	+	-1
mpneu13650	655620	655643	+	-1
mpneu15806	655586	655630	-	-1
mpneu13651	655644	655805	+	0
mpneu08765	655658	655702	+	-1
mpneu20958	655597	655659	-	0
mpneu03810	655696	655869	+	0
mpneu08766	655712	655738	+	-1
mpneu15805	655640	655774	-	0
mpneu08767	655796	655810	+	-1
mpneu08768	655832	655864	+	-1
mpneu15804	655802	655843	-	-1
mpneu13652	655890	655901	+	-1
mpneu15803	655844	655897	-	-1
mpneu03811	655906	656088	+	0
mpneu15802	655898	655912	-	-1
mpneu13653	655932	655952	+	-1
mpneu08769	655943	656017	+	0
mpneu13654	655956	656072	+	0
mpneu15801	655988	656056	-	0
mpneu20957	656014	656058	-	-1
mpneu13655	656082	656135	+	-1
mpneu03812	656104	656163	+	0
mpneu15800	656069	656125	-	-1
mpneu26077	654981	656153	-	MPN533
mpneu15799	656156	656173	-	-1
mpneu08770	656222	656431	+	0
mpneu26076	656184	656222	-	-1
mpneu13656	656226	656270	+	-1
mpneu26075	656229	656240	-	-1
mpneu13657	656310	656318	+	-1
mpneu13658	656322	656336	+	-1
mpneu13659	656340	656357	+	-1
mpneu26074	656286	656363	-	0
mpneu20956	656281	656370	-	0
mpneu13660	656382	656423	+	-1
mpneu03813	656389	656472	+	0
mpneu20955	656398	656427	-	-1
mpneu08771	656438	656449	+	-1
mpneu15798	656354	656464	-	0
mpneu26073	656457	656468	-	-1
mpneu13661	656487	656507	+	-1
mpneu08772	656489	656494	+	-1
mpneu03814	656494	656916	+	MPN534
mpneu15797	656504	656524	-	-1
mpneu08773	656549	656581	+	-1
mpneu20954	656524	656562	-	-1
mpneu13662	656574	656588	+	-1
mpneu08774	656591	656650	+	0
mpneu26072	656538	656639	-	0
mpneu08775	656690	656752	+	0
mpneu20953	656683	656748	-	0
mpneu13663	656757	656774	+	-1
mpneu08776	656777	656794	+	-1
mpneu08777	656813	656905	+	0
mpneu26071	656655	656825	-	0
mpneu26070	656832	656867	-	-1
mpneu26069	656874	656885	-	-1
mpneu20952	656800	656892	-	0
mpneu13664	656922	657542	+	MPN535
mpneu03815	656926	657129	+	0
mpneu20951	656920	656934	-	-1
mpneu15796	656906	656986	-	0
mpneu08778	656987	657007	+	-1
mpneu26068	656913	657023	-	0
mpneu08779	657140	657178	+	-1
mpneu03816	657166	657192	+	-1
mpneu15795	656996	657208	-	0
mpneu03817	657223	657267	+	-1
mpneu26067	657189	657251	-	0
mpneu20950	657274	657306	-	-1
mpneu03818	657316	657396	+	0
mpneu15794	657245	657367	-	0
mpneu15793	657371	657391	-	-1
mpneu26066	657393	657428	-	-1
mpneu03819	657445	657471	+	-1
mpneu03820	657472	657501	+	-1
mpneu15792	657407	657517	-	0
mpneu03821	657517	658440	+	MPN536
mpneu08780	657557	657679	+	0
mpneu20949	657523	657636	-	0
mpneu15791	657599	657676	-	0
mpneu08781	657689	657820	+	0
mpneu20948	657685	657735	-	-1
mpneu20947	657736	657813	-	0
mpneu15790	657776	657823	-	-1
mpneu08782	657827	657841	+	-1
mpneu08783	657857	657880	+	-1
mpneu20946	657838	657873	-	-1
mpneu08784	657881	658045	+	0
mpneu26065	657498	658007	-	0
mpneu26064	658014	658049	-	-1
mpneu08785	658052	658078	+	-1
mpneu20945	657877	658062	-	0
mpneu20944	658075	658119	-	-1
mpneu08786	658130	658171	+	-1
mpneu08787	658184	658213	+	-1
mpneu26063	658050	658205	-	0
mpneu08788	658226	658315	+	0
mpneu20943	658231	658251	-	-1
mpneu15789	658100	658264	-	0
mpneu15788	658292	658300	-	-1
mpneu13665	658302	658325	+	-1
mpneu08789	658319	658405	+	0
mpneu20942	658312	658380	-	0
mpneu26062	658218	658412	-	0
mpneu08790	658445	658468	+	-1
mpneu03822	658477	658506	+	-1
mpneu26061	658437	658490	-	-1
mpneu03823	658513	658563	+	-1
mpneu26060	658503	658553	-	-1
mpneu13666	658575	658634	+	0
mpneu26059	658596	658619	-	-1
mpneu08791	658628	658696	+	0
mpneu26058	658620	658643	-	-1
mpneu03824	658690	658758	+	0
mpneu08792	658703	658861	+	0
mpneu26057	658677	658748	-	0
mpneu15787	658658	658780	-	0
mpneu03825	658783	658800	+	-1
mpneu03826	658837	659097	+	0
mpneu26056	658767	658883	-	0
mpneu13667	658893	659012	+	0
mpneu08793	658904	658930	+	-1
mpneu15786	658826	658966	-	0
mpneu08794	658985	659233	+	0
mpneu15785	659003	659008	-	-1
mpneu26055	658884	659057	-	0
mpneu13668	659091	659117	+	-1
mpneu26054	659070	659147	-	0
mpneu03827	659188	659223	+	-1
mpneu26053	659178	659204	-	-1
mpneu03828	659236	659334	+	0
mpneu13669	659265	659339	+	0
mpneu15784	659270	659296	-	-1
mpneu26052	659220	659312	-	0
mpneu08795	659321	659386	+	0
mpneu03829	659395	659532	+	0
mpneu13670	659397	659441	+	-1
mpneu08796	659402	659470	+	0
mpneu15783	659387	659425	-	-1
mpneu13671	659445	659462	+	-1
mpneu15782	659486	659491	-	-1
mpneu13672	659511	659618	+	0
mpneu26051	659331	659528	-	0
mpneu03830	659536	659643	+	0
mpneu08797	659543	659602	+	0
mpneu26050	659568	659597	-	-1
mpneu08798	659630	659674	+	-1
mpneu13673	659634	659651	+	-1
mpneu20941	658426	659664	-	MPN537
mpneu03831	659677	659724	+	-1
mpneu26049	659640	659696	-	-1
mpneu15781	659675	659752	-	0
mpneu08799	659756	659941	+	0
mpneu03832	659758	659775	+	-1
mpneu03833	659782	660267	+	MPN538
mpneu20940	659761	659829	-	0
mpneu26048	659736	659858	-	0
mpneu15780	659789	659884	-	0
mpneu08800	659963	659971	+	-1
mpneu08801	659984	660052	+	0
mpneu26047	659865	660017	-	0
mpneu08802	660068	660082	+	-1
mpneu08803	660104	660151	+	-1
mpneu13674	660108	660137	+	-1
mpneu26046	660114	660125	-	-1
mpneu08804	660158	660289	+	0
mpneu20939	660208	660213	-	-1
mpneu15779	660134	660220	-	0
mpneu15778	660251	660262	-	-1
mpneu20938	660232	660279	-	-1
mpneu08805	660305	660673	+	MPN539
mpneu26045	660186	660311	-	0
mpneu15777	660314	660328	-	-1
mpneu13675	660333	660389	+	-1
mpneu20937	660286	660378	-	0
mpneu13676	660399	660422	+	-1
mpneu13677	660432	660509	+	0
mpneu26044	660378	660449	-	0
mpneu15776	660329	660451	-	0
mpneu20936	660487	660498	-	-1
mpneu13678	660534	660551	+	-1
mpneu03834	660583	660594	+	-1
mpneu13679	660585	660746	+	0
mpneu08806	660680	660853	+	MPN540
mpneu20935	660523	660723	-	0
mpneu15775	660548	660736	-	0
mpneu26043	660627	660743	-	0
mpneu13680	660762	660839	+	0
mpneu03835	660766	660783	+	-1
mpneu15774	660743	660799	-	-1
mpneu03836	660811	660942	+	0
mpneu13681	660867	660986	+	0
mpneu20934	660850	660876	-	-1
mpneu08807	660887	660901	+	-1
mpneu20933	660898	660909	-	-1
mpneu20932	660922	660936	-	-1
mpneu03837	660961	661011	+	-1
mpneu08808	660977	661006	+	-1
mpneu20931	660964	660996	-	-1
mpneu13682	660999	661130	+	0
mpneu08809	661019	661045	+	-1
mpneu08810	661088	661096	+	-1
mpneu15773	660863	661126	-	MPN541
mpneu15772	661127	661147	-	-1
mpneu03838	661168	661173	+	-1
mpneu26042	661119	661184	-	0
mpneu08811	661187	661843	+	MPN542
mpneu13683	661191	661235	+	-1
mpneu15771	661157	661204	-	-1
mpneu13684	661257	661355	+	0
mpneu26041	661269	661286	-	-1
mpneu03839	661342	661416	+	0
mpneu20930	661174	661401	-	0
mpneu13685	661407	661499	+	0
mpneu15770	661223	661492	-	0
mpneu20929	661477	661515	-	-1
mpneu15769	661496	661534	-	-1
mpneu13686	661551	661679	+	0
mpneu20928	661519	661566	-	-1
mpneu26040	661587	661613	-	-1
mpneu20927	661567	661617	-	-1
mpneu15768	661535	661639	-	0
mpneu13687	661707	661736	+	-1
mpneu03840	661720	661899	+	0
mpneu15767	661688	661729	-	-1
mpneu26039	661617	661796	-	0
mpneu20926	661633	661839	-	0
mpneu13688	661848	662783	+	MPN543
mpneu08812	661889	661957	+	0
mpneu20925	661852	661905	-	-1
mpneu03841	661924	661941	+	-1
mpneu08813	662006	662059	+	-1
mpneu26038	661896	662036	-	0
mpneu03842	662089	662103	+	-1
mpneu08814	662096	662137	+	-1
mpneu03843	662107	662247	+	0
mpneu26037	662067	662123	-	-1
mpneu15766	661802	662125	-	0
mpneu26036	662163	662168	-	-1
mpneu20924	662134	662205	-	0
mpneu26035	662184	662210	-	-1
mpneu03844	662248	662400	+	0
mpneu08815	662288	662308	+	-1
mpneu26034	662244	662297	-	-1
mpneu08816	662321	662389	+	0
mpneu20923	662305	662364	-	0
mpneu03845	662401	662655	+	0
mpneu08817	662414	662431	+	-1
mpneu20922	662428	662436	-	-1
mpneu08818	662510	662533	+	-1
mpneu20921	662455	662529	-	0
mpneu08819	662543	662572	+	-1
mpneu15765	662147	662569	-	0
mpneu20920	662569	662613	-	-1
mpneu15764	662588	662632	-	-1
mpneu26033	662337	662648	-	0
mpneu03846	662671	662697	+	-1
mpneu20919	662668	662721	-	-1
mpneu03847	662758	662871	+	0
mpneu08820	662783	664777	+	MPN544
mpneu20918	662740	662793	-	-1
mpneu13689	662814	662882	+	0
mpneu26032	662685	662825	-	0
mpneu15763	662804	662875	-	0
mpneu13690	662913	662933	+	-1
mpneu15762	662879	662923	-	-1
mpneu13691	662934	662957	+	-1
mpneu13692	662997	663080	+	0
mpneu26031	663018	663029	-	-1
mpneu20917	662845	663051	-	0
mpneu15761	662993	663076	-	0
mpneu15760	663110	663172	-	0
mpneu03848	663220	663258	+	-1
mpneu13693	663237	663245	+	-1
mpneu13694	663252	663392	+	0
mpneu03849	663265	663285	+	-1
mpneu26030	663282	663296	-	-1
mpneu20916	663067	663303	-	0
mpneu20915	663328	663366	-	-1
mpneu20914	663379	663390	-	-1
mpneu13695	663399	663437	+	-1
mpneu15759	663224	663418	-	0
mpneu20913	663397	663459	-	0
mpneu13696	663519	663593	+	0
mpneu26029	663516	663527	-	-1
mpneu15758	663434	663547	-	0
mpneu13697	663615	663686	+	0
mpneu15757	663590	663634	-	-1
mpneu26028	663639	663668	-	-1
mpneu13698	663699	663707	+	-1
mpneu13699	663720	663842	+	0
mpneu03850	663727	663750	+	-1
mpneu15756	663683	663760	-	0
mpneu15755	663764	663778	-	-1
mpneu20912	663538	663789	-	0
mpneu20911	663790	663807	-	-1
mpneu03851	663814	663822	+	-1
mpneu20910	663823	663837	-	-1
mpneu13700	663855	663899	+	-1
mpneu03852	663904	663930	+	-1
mpneu13701	663909	663917	+	-1
mpneu13702	663918	664043	+	0
mpneu15754	663962	664033	-	0
mpneu03853	664048	664059	+	-1
mpneu13703	664068	664163	+	0
mpneu03854	664096	664146	+	-1
mpneu15753	664040	664102	-	0
mpneu20909	663925	664110	-	0
mpneu26027	664086	664142	-	-1
mpneu13704	664164	664250	+	0
mpneu15752	664175	664189	-	-1
mpneu03855	664201	664239	+	-1
mpneu20908	664123	664245	-	0
mpneu03856	664252	664302	+	-1
mpneu15751	664247	664258	-	-1
mpneu13705	664269	664280	+	-1
mpneu13706	664284	664466	+	0
mpneu15750	664277	664327	-	-1
mpneu03857	664333	664362	+	-1
mpneu20907	664357	664410	-	-1
mpneu15749	664385	664438	-	-1
mpneu26026	664404	664442	-	-1
mpneu13707	664476	664499	+	-1
mpneu03858	664492	664506	+	-1
mpneu13708	664512	664568	+	-1
mpneu26025	664503	664529	-	-1
mpneu26024	664530	664547	-	-1
mpneu15748	664496	664558	-	0
mpneu13709	664569	664601	+	-1
mpneu15747	664565	664594	-	-1
mpneu13710	664614	664622	+	-1
mpneu26023	664584	664625	-	-1
mpneu15746	664598	664627	-	-1
mpneu03859	664654	664752	+	0
mpneu15745	664658	664681	-	-1
mpneu13711	664707	664790	+	0
mpneu20906	664588	664728	-	0
mpneu26022	664632	664736	-	0
mpneu08821	664802	664825	+	-1
mpneu13712	664863	664874	+	-1
mpneu03860	664885	664977	+	0
mpneu08822	664943	664990	+	-1
mpneu15744	664871	664948	-	0
mpneu13713	664950	664958	+	-1
mpneu13714	664977	665060	+	0
mpneu08823	665000	665011	+	-1
mpneu03861	665011	665139	+	0
mpneu15743	664955	665044	-	0
mpneu13715	665091	665216	+	0
mpneu08824	665105	665149	+	-1
mpneu15742	665057	665167	-	0
mpneu03862	665185	665202	+	-1
mpneu15741	665183	665191	-	-1
mpneu03863	665203	665370	+	0
mpneu15740	665222	665236	-	-1
mpneu08825	665240	665275	+	-1
mpneu03864	665371	665379	+	-1
mpneu15739	665267	665386	-	0
mpneu03865	665404	665448	+	-1
mpneu15738	665402	665413	-	-1
mpneu15737	665414	665425	-	-1
mpneu08826	665450	665476	+	-1
mpneu13716	665487	665537	+	-1
mpneu03866	665530	665619	+	0
mpneu15736	665426	665530	-	0
mpneu15735	665534	665569	-	-1
mpneu13717	665583	665630	+	-1
mpneu26021	664761	665609	-	MPN545
mpneu08827	665630	665770	+	0
mpneu03867	665662	665670	+	-1
mpneu13718	665664	665675	+	-1
mpneu03868	665692	665721	+	-1
mpneu26020	665682	665711	-	-1
mpneu26019	665718	665726	-	-1
mpneu03869	665842	665925	+	0
mpneu08828	665846	665911	+	0
mpneu13719	665862	665870	+	-1
mpneu13720	665883	665981	+	0
mpneu26018	665733	665915	-	0
mpneu15734	665900	665935	-	-1
mpneu08829	665963	666010	+	-1
mpneu26017	665922	665963	-	-1
mpneu03870	665983	666000	+	-1
mpneu03871	666004	666060	+	-1
mpneu26016	665997	666053	-	-1
mpneu08830	666053	666133	+	0
mpneu13721	666063	666080	+	-1
mpneu26015	666066	666104	-	-1
mpneu08831	666155	666181	+	-1
mpneu26014	666117	666170	-	-1
mpneu08832	666194	666211	+	-1
mpneu13722	666201	666218	+	-1
mpneu03872	666238	666267	+	-1
mpneu08833	666245	666277	+	-1
mpneu26013	666171	666257	-	0
mpneu13723	666261	666335	+	0
mpneu26012	666264	666329	-	0
mpneu13724	666348	666359	+	-1
mpneu08834	666353	666442	+	0
mpneu13725	666369	666425	+	-1
mpneu15733	666356	666403	-	-1
mpneu03873	666415	666438	+	-1
mpneu26011	666411	666473	-	0
mpneu03874	666493	666516	+	-1
mpneu13726	666528	666578	+	-1
mpneu03875	666541	666558	+	-1
mpneu26010	666513	666551	-	-1
mpneu15732	666431	666562	-	0
mpneu26009	666555	666566	-	-1
mpneu20905	665599	666585	-	MPN546
mpneu13727	666588	666599	+	-1
mpneu03876	666592	666606	+	-1
mpneu13728	666618	666722	+	0
mpneu15731	666596	666640	-	-1
mpneu03877	666649	666714	+	0
mpneu08835	666677	666802	+	0
mpneu15730	666662	666712	-	-1
mpneu13729	666756	666983	+	0
mpneu03878	666763	667074	+	0
mpneu20904	666706	666780	-	0
mpneu15729	666740	666805	-	0
mpneu20903	666799	666807	-	-1
mpneu08836	666893	666952	+	0
mpneu15728	666821	666958	-	0
mpneu08837	666983	667003	+	-1
mpneu20902	666961	667014	-	-1
mpneu15727	666980	667021	-	-1
mpneu13730	667029	667040	+	-1
mpneu13731	667041	667049	+	-1
mpneu03879	667078	667194	+	0
mpneu13732	667083	667088	+	-1
mpneu15726	667046	667084	-	-1
mpneu13733	667110	667118	+	-1
mpneu08838	667151	667180	+	-1
mpneu20901	667102	667173	-	0
mpneu13734	667182	667298	+	0
mpneu15725	667130	667216	-	0
mpneu08839	667226	667255	+	-1
mpneu03880	667243	667338	+	0
mpneu15724	667289	667348	-	0
mpneu13735	667377	667622	+	0
mpneu03881	667408	667539	+	0
mpneu15723	667352	667420	-	0
mpneu15722	667424	667489	-	0
mpneu03882	667576	667641	+	0
mpneu15721	667499	667615	-	0
mpneu15720	667619	667639	-	-1
mpneu20900	667609	667668	-	0
mpneu15719	667658	667684	-	-1
mpneu15718	667694	667699	-	-1
mpneu13736	667725	667832	+	0
mpneu03883	667792	668271	+	0
mpneu15717	667763	667798	-	-1
mpneu15716	667859	667876	-	-1
mpneu08840	667883	667906	+	-1
mpneu15715	667901	667918	-	-1
mpneu13737	667992	668033	+	-1
mpneu08841	668021	668047	+	-1
mpneu13738	668079	668099	+	-1
mpneu15714	667925	668092	-	0
mpneu08842	668135	668182	+	-1
mpneu15713	668096	668170	-	0
mpneu13739	668175	668246	+	0
mpneu20899	668209	668214	-	-1
mpneu15712	668201	668233	-	-1
mpneu26008	666585	668261	-	MPN547
mpneu13740	668286	668339	+	-1
mpneu20898	668299	668310	-	-1
mpneu08843	668321	668335	+	-1
mpneu15711	668336	668347	-	-1
mpneu20897	668341	668352	-	-1
mpneu13741	668361	668399	+	-1
mpneu13742	668421	668435	+	-1
mpneu15710	668417	668428	-	-1
mpneu08844	668438	668464	+	-1
mpneu03884	668440	668694	+	0
mpneu13743	668445	668450	+	-1
mpneu13744	668454	668495	+	-1
mpneu13745	668496	668519	+	-1
mpneu15709	668432	668515	-	0
mpneu20896	668506	668544	-	-1
mpneu13746	668553	668576	+	-1
mpneu15708	668537	668569	-	-1
mpneu15707	668609	668629	-	-1
mpneu08845	668660	668674	+	-1
mpneu13747	668688	668753	+	0
mpneu20895	668671	668709	-	-1
mpneu08846	668720	668731	+	-1
mpneu03885	668722	668916	+	0
mpneu08847	668738	668827	+	0
mpneu15706	668678	668746	-	0
mpneu13748	668757	668774	+	-1
mpneu13749	668781	668801	+	-1
mpneu15705	668798	668830	-	-1
mpneu13750	668865	668933	+	0
mpneu08848	668876	668890	+	-1
mpneu15704	668834	668920	-	0
mpneu13751	668958	669059	+	0
mpneu15703	668942	668968	-	-1
mpneu20894	668962	668979	-	-1
mpneu03886	668995	669090	+	0
mpneu15702	668981	669025	-	-1
mpneu15701	669029	669043	-	-1
mpneu13752	669075	669086	+	-1
mpneu08849	669098	669133	+	-1
mpneu15700	669065	669136	-	0
mpneu03887	669157	669312	+	0
mpneu20893	669211	669237	-	-1
mpneu15699	669230	669262	-	-1
mpneu15698	669275	669280	-	-1
mpneu08850	669290	669481	+	0
mpneu26007	668316	669296	-	MPN548
mpneu26006	669309	669320	-	-1
mpneu03888	669385	669519	+	0
mpneu13753	669429	669464	+	-1
mpneu26005	669333	669452	-	0
mpneu15697	669419	669457	-	-1
mpneu15696	669473	669493	-	-1
mpneu08851	669497	669565	+	0
mpneu03889	669523	669537	+	-1
mpneu13754	669537	669578	+	-1
mpneu13755	669582	669635	+	-1
mpneu26004	669516	669599	-	0
mpneu08852	669605	669631	+	-1
mpneu26003	669621	669629	-	-1
mpneu08853	669641	669667	+	-1
mpneu03890	669643	669651	+	-1
mpneu13756	669654	669695	+	-1
mpneu03891	669676	669708	+	-1
mpneu26002	669660	669677	-	-1
mpneu08854	669686	669790	+	0
mpneu03892	669733	669840	+	0
mpneu13757	669735	669746	+	-1
mpneu13758	669765	669776	+	-1
mpneu08855	669791	669796	+	-1
mpneu26001	669720	669821	-	0
mpneu15695	669812	669886	-	0
mpneu03893	669916	669948	+	-1
mpneu26000	669837	669926	-	0
mpneu03894	669952	669966	+	-1
mpneu03895	669976	670128	+	0
mpneu08856	669980	670099	+	0
mpneu25999	669963	669992	-	-1
mpneu13759	669999	670034	+	-1
mpneu13760	670035	670076	+	-1
mpneu25998	670014	670046	-	-1
mpneu13761	670083	670139	+	-1
mpneu25997	670125	670166	-	-1
mpneu03896	670180	670191	+	-1
mpneu25996	670176	670187	-	-1
mpneu13762	670206	670223	+	-1
mpneu08857	670211	670291	+	0
mpneu03897	670231	670344	+	0
mpneu13763	670272	670601	+	0
mpneu20892	669283	670287	-	MPN549
mpneu20891	670288	670329	-	-1
mpneu03898	670354	670431	+	0
mpneu08858	670391	670459	+	0
mpneu25995	670428	670436	-	-1
mpneu20890	670336	670440	-	0
mpneu20889	670465	670497	-	-1
mpneu08859	670502	670567	+	0
mpneu20888	670507	670524	-	-1
mpneu03899	670525	670581	+	-1
mpneu25994	670518	670571	-	-1
mpneu20887	670564	670593	-	-1
mpneu25993	670587	670607	-	-1
mpneu08860	670646	670666	+	-1
mpneu20886	670615	670686	-	0
mpneu25992	670641	670703	-	0
mpneu08861	670709	670726	+	-1
mpneu08862	670739	670819	+	0
mpneu13764	670746	671267	+	0
mpneu03900	670753	670782	+	-1
mpneu20885	670750	670803	-	-1
mpneu20884	670846	670923	-	0
mpneu08863	670937	670984	+	-1
mpneu20883	670948	670980	-	-1
mpneu08864	670997	671014	+	-1
mpneu25991	670986	671054	-	0
mpneu20882	671023	671070	-	-1
mpneu20881	671077	671085	-	-1
mpneu03901	671095	671199	+	0
mpneu08865	671099	671122	+	-1
mpneu08866	671135	671161	+	-1
mpneu25990	671064	671174	-	0
mpneu20880	671128	671178	-	-1
mpneu08867	671222	671290	+	0
mpneu20879	671233	671241	-	-1
mpneu20878	671245	671271	-	-1
mpneu13765	671283	671375	+	0
mpneu08868	671303	671359	+	-1
mpneu20877	671287	671334	-	-1
mpneu20876	671356	671373	-	-1
mpneu03902	671395	671595	+	0
mpneu08869	671405	671476	+	0
mpneu15694	670253	671416	-	MPN550
mpneu20875	671383	671430	-	-1
mpneu13766	671439	671450	+	-1
mpneu13767	671451	671510	+	0
mpneu20874	671461	671490	-	-1
mpneu08870	671495	671506	+	-1
mpneu13768	671535	671609	+	0
mpneu08871	671567	671638	+	0
mpneu15693	671507	671593	-	0
mpneu03903	671632	671676	+	-1
